ITEM,TITLE,seriesid,DATA_TYPE,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONALLY ADJUSTED INDEX,2015,162.119,162.377,161.836,162.539,163.06,163.09,163.796,163.617,163.082,162.998,163.63,163.038
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONALLY ADJUSTED INDEX,2016,163.206,163.029,162.124,163.268,161.526,161.475,162.826,159.641,160.045,157.288,160.464,160.155
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONALLY ADJUSTED INDEX,2017,160.024,157.364,161.477,157.173,158.037,157.378,157.6,156.595,157.77,157.142,156.688,155.955
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONALLY ADJUSTED INDEX,2018,155.367,156.122,156.081,157.275,156.782,157.111,155.794,158.716,155.567,155.522,153.947,155.665
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONAL FACTOR,2014,100.557,101.123,99.501,99.721,100.269,100.602,100.585,100.045,100.238,99.784,98.695,98.745
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONAL FACTOR,2015,100.592,101.305,99.295,99.928,100.291,100.686,100.577,99.796,100.256,99.77,98.708,98.718
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONAL FACTOR,2016,100.559,101.407,99.201,100.082,100.314,100.778,100.569,99.608,100.26,99.745,98.758,98.724
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONAL FACTOR,2017,100.437,101.418,99.185,100.252,100.305,100.905,100.521,99.499,100.229,99.727,98.781,98.783
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,SEASONAL FACTOR,2018,100.339,101.373,99.217,100.31,100.331,100.956,100.505,99.462,100.245,99.703,98.777,98.814
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,UNADJUSTED INDEX,2014,161.089,162.27,161.368,157.768,159.275,160.288,159.787,159.98,160.154,160.539,157.396,158.851
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,UNADJUSTED INDEX,2015,163.079,164.495,160.696,162.423,163.535,164.208,164.741,163.284,163.499,162.623,161.515,160.947
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,UNADJUSTED INDEX,2016,164.118,165.322,160.829,163.401,162.033,162.732,163.752,159.015,160.461,156.887,158.471,158.112
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,UNADJUSTED INDEX,2017,160.723,159.596,160.162,157.568,158.519,158.802,158.422,155.811,158.131,156.713,154.778,154.057
SEFM03,Other processed fruits and vegetables including dried,CWSR0000SEFM03,UNADJUSTED INDEX,2018,155.893,158.265,154.859,157.763,157.302,158.612,156.58,157.862,155.948,155.06,152.065,153.819
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONALLY ADJUSTED INDEX,2014,128.48,127.832,127.589,127.289,127.647,127.69,127.882,127.685,127.822,128.243,129.197,128.759
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONALLY ADJUSTED INDEX,2015,128.586,128.989,128.367,129.119,129.151,129.154,129.647,129.879,130.018,130.342,129.95,129.842
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONALLY ADJUSTED INDEX,2016,129.605,130.19,129.952,130.704,129.955,129.182,129.972,130.061,128.987,128.936,128.992,129.069
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONALLY ADJUSTED INDEX,2017,128.659,130.49,130.154,129.917,131.099,130.191,129.95,130.163,130.247,129.614,129.5,128.441
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONALLY ADJUSTED INDEX,2018,129.87,129.985,130.046,129.832,129.978,130.485,130.415,130.683,132.096,132.213,132.101,131.929
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONAL FACTOR,2014,100.788,100.695,100.476,100.244,99.344,99.434,99.334,99.577,99.838,100.447,99.886,99.954
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONAL FACTOR,2015,100.754,100.702,100.479,100.248,99.345,99.431,99.322,99.576,99.861,100.471,99.887,99.943
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONAL FACTOR,2016,100.712,100.721,100.479,100.243,99.34,99.436,99.308,99.588,99.886,100.487,99.873,99.948
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONAL FACTOR,2017,100.669,100.74,100.477,100.242,99.337,99.433,99.302,99.595,99.905,100.515,99.865,99.938
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,SEASONAL FACTOR,2018,100.622,100.757,100.478,100.253,99.336,99.421,99.295,99.6,99.925,100.546,99.862,99.913
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,UNADJUSTED INDEX,2014,129.492,128.72,128.197,127.6,126.809,126.967,127.03,127.144,127.615,128.816,129.05,128.699
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,UNADJUSTED INDEX,2015,129.556,129.894,128.982,129.439,128.305,128.42,128.768,129.329,129.837,130.956,129.804,129.768
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,UNADJUSTED INDEX,2016,130.528,131.129,130.574,131.022,129.097,128.454,129.073,129.525,128.839,129.565,128.828,129.002
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,UNADJUSTED INDEX,2017,129.52,131.455,130.775,130.232,130.23,129.452,129.043,129.636,130.123,130.282,129.325,128.362
SEFN,Juices and nonalcoholic drinks,CWSR0000SEFN,UNADJUSTED INDEX,2018,130.678,130.969,130.667,130.16,129.115,129.73,129.496,130.161,131.996,132.935,131.919,131.815
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONALLY ADJUSTED INDEX,2014,159.397,158.927,159.777,159.423,159.529,159.529,160.018,159.265,159.391,159.83,160.212,160.584
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONALLY ADJUSTED INDEX,2015,159.538,160.023,159.059,159.619,159.761,159.722,161.745,162.066,161.077,160.944,161.285,161.614
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONALLY ADJUSTED INDEX,2016,161.485,161.246,161.807,164.309,162.038,161.758,163.36,161.842,160.418,161.512,161.053,161.567
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONALLY ADJUSTED INDEX,2017,160.875,162.732,162.443,162.669,164.189,162.919,162.151,161.994,162.65,162.481,162.095,160.752
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONALLY ADJUSTED INDEX,2018,162.217,162.918,163.249,163.297,163.42,164.448,163.749,165.872,166.418,166.999,167.354,167.531
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONAL FACTOR,2014,101.027,101.099,101.01,100.261,99.6,99.435,99.365,99.753,100.131,100.581,99.018,98.738
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONAL FACTOR,2015,100.817,101.229,101.021,100.243,99.614,99.491,99.349,99.791,100.208,100.689,98.861,98.703
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONAL FACTOR,2016,100.615,101.378,101.034,100.223,99.604,99.562,99.273,99.843,100.3,100.789,98.748,98.637
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONAL FACTOR,2017,100.467,101.489,101.064,100.205,99.58,99.626,99.178,99.901,100.369,100.89,98.656,98.568
SEFN01,Carbonated drinks,CWSR0000SEFN01,SEASONAL FACTOR,2018,100.372,101.569,101.082,100.197,99.574,99.678,99.084,99.925,100.429,100.958,98.617,98.495
SEFN01,Carbonated drinks,CWSR0000SEFN01,UNADJUSTED INDEX,2014,161.033,160.674,161.391,159.839,158.891,158.628,159.002,158.872,159.6,160.759,158.638,158.557
SEFN01,Carbonated drinks,CWSR0000SEFN01,UNADJUSTED INDEX,2015,160.842,161.99,160.683,160.006,159.145,158.91,160.692,161.727,161.413,162.052,159.448,159.518
SEFN01,Carbonated drinks,CWSR0000SEFN01,UNADJUSTED INDEX,2016,162.478,163.468,163.479,164.675,161.397,161.049,162.172,161.588,160.899,162.786,159.036,159.364
SEFN01,Carbonated drinks,CWSR0000SEFN01,UNADJUSTED INDEX,2017,161.626,165.156,164.171,163.002,163.499,162.31,160.818,161.834,163.25,163.927,159.916,158.45
SEFN01,Carbonated drinks,CWSR0000SEFN01,UNADJUSTED INDEX,2018,162.82,165.475,165.016,163.619,162.723,163.919,162.249,165.748,167.132,168.599,165.039,165.01
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONALLY ADJUSTED INDEX,2014,117.458,116.624,115.91,115.509,115.803,116.284,116.371,116.374,116.225,116.982,118.116,117.452
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONALLY ADJUSTED INDEX,2015,117.579,117.69,117.479,118.338,118.04,118.405,118.128,118.214,118.71,119.711,118.897,118.684
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONALLY ADJUSTED INDEX,2016,118.349,118.859,118.522,118.381,118.141,117.369,117.925,118.703,117.431,117.146,117.489,117.513
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONALLY ADJUSTED INDEX,2017,117.143,118.398,118.428,118.023,118.936,118.307,118.384,118.536,118.158,117.648,117.798,116.987
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONALLY ADJUSTED INDEX,2018,118.358,117.449,117.81,117.598,117.488,117.915,118.391,117.4,119.107,119.422,119.144,119.058
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONAL FACTOR,2014,100.679,100.499,100.05,100.283,99.368,99.347,99.159,99.389,99.8,100.206,100.559,100.677
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONAL FACTOR,2015,100.67,100.5,100.059,100.263,99.345,99.321,99.185,99.396,99.822,100.215,100.57,100.655
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONAL FACTOR,2016,100.672,100.535,100.066,100.238,99.316,99.294,99.188,99.41,99.844,100.194,100.599,100.646
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONAL FACTOR,2017,100.666,100.575,100.064,100.216,99.289,99.265,99.212,99.423,99.86,100.195,100.621,100.623
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,SEASONAL FACTOR,2018,100.636,100.601,100.069,100.204,99.279,99.233,99.246,99.432,99.888,100.203,100.635,100.585
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,UNADJUSTED INDEX,2014,118.255,117.206,115.968,115.836,115.071,115.525,115.392,115.663,115.993,117.223,118.776,118.247
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,UNADJUSTED INDEX,2015,118.367,118.278,117.548,118.649,117.266,117.602,117.165,117.5,118.499,119.968,119.575,119.461
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,UNADJUSTED INDEX,2016,119.145,119.495,118.601,118.663,117.332,116.54,116.967,118.003,117.248,117.373,118.193,118.272
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,UNADJUSTED INDEX,2017,117.923,119.078,118.504,118.278,118.091,117.438,117.451,117.852,117.993,117.877,118.53,117.715
SEFN03,Nonfrozen noncarbonated juices and drinks,CWSR0000SEFN03,UNADJUSTED INDEX,2018,119.111,118.154,117.891,117.838,116.641,117.011,117.498,116.733,118.973,119.664,119.901,119.755
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONALLY ADJUSTED INDEX,2014,117.044,116.707,117.623,117.755,118.165,118.459,119.123,119.513,120.31,120.677,120.945,120.532
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONALLY ADJUSTED INDEX,2015,121.221,121.321,120.841,120.965,119.702,120.041,120.705,120.325,119.617,119.368,118.869,119.494
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONALLY ADJUSTED INDEX,2016,119.299,119.3,118.411,118.783,118.968,118.306,118.307,118.019,118.173,117.709,118.212,117.498
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONALLY ADJUSTED INDEX,2017,117.824,119.286,118.918,118.955,119.542,119.055,118.503,116.936,117.874,118.507,117.331,118.877
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONALLY ADJUSTED INDEX,2018,116.966,116.784,116.936,116.643,116.536,116.888,116.975,117.026,116.909,117.401,116.327,117.655
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONAL FACTOR,2014,100.439,100.237,100.189,100.407,100.248,99.632,100.136,100.332,99.883,99.679,99.447,99.349
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONAL FACTOR,2015,100.419,100.257,100.188,100.404,100.264,99.654,100.178,100.31,99.865,99.703,99.41,99.325
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONAL FACTOR,2016,100.381,100.314,100.173,100.383,100.293,99.677,100.241,100.276,99.845,99.73,99.378,99.273
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONAL FACTOR,2017,100.355,100.344,100.172,100.382,100.33,99.676,100.291,100.261,99.832,99.741,99.349,99.232
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,SEASONAL FACTOR,2018,100.347,100.362,100.169,100.391,100.361,99.665,100.326,100.262,99.819,99.741,99.317,99.22
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,UNADJUSTED INDEX,2014,117.558,116.983,117.845,118.234,118.458,118.023,119.285,119.91,120.17,120.29,120.276,119.747
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,UNADJUSTED INDEX,2015,121.729,121.633,121.068,121.453,120.018,119.626,120.92,120.698,119.455,119.013,118.167,118.687
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,UNADJUSTED INDEX,2016,119.753,119.675,118.616,119.238,119.317,117.924,118.593,118.345,117.99,117.391,117.477,116.643
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,UNADJUSTED INDEX,2017,118.242,119.696,119.123,119.409,119.936,118.669,118.848,117.241,117.676,118.201,116.567,117.964
SEFP,Beverage materials including coffee and tea,CWSR0000SEFP,UNADJUSTED INDEX,2018,117.372,117.207,117.133,117.099,116.956,116.496,117.357,117.332,116.697,117.097,115.532,116.737
SEFP01,Coffee,CWSR0000SEFP01,SEASONALLY ADJUSTED INDEX,2014,196.254,195.988,197.973,197.33,198.709,199.548,201.576,204.838,205.657,205.82,206.579,205.894
SEFP01,Coffee,CWSR0000SEFP01,SEASONALLY ADJUSTED INDEX,2015,209.019,207.516,207.094,208.594,207.066,204.237,207.298,205.786,204.513,203.442,201.537,202.404
SEFP01,Coffee,CWSR0000SEFP01,SEASONALLY ADJUSTED INDEX,2016,202.302,201.657,200.17,199.952,201.31,200.625,199.459,198.131,198.525,198.36,199.178,196.722
SEFP01,Coffee,CWSR0000SEFP01,SEASONALLY ADJUSTED INDEX,2017,197.766,200.905,200.871,201.49,203.484,201.061,199.62,196.792,199.809,198.738,197.102,200.13
SEFP01,Coffee,CWSR0000SEFP01,SEASONALLY ADJUSTED INDEX,2018,194.905,195.627,196.136,194.644,194.945,195.257,195.103,195.399,195.199,195.781,195.149,196.956
SEFP01,Coffee,CWSR0000SEFP01,SEASONAL FACTOR,2014,100.475,99.973,100.207,100.486,100.391,100.103,100.423,100.471,99.891,99.732,98.984,98.814
SEFP01,Coffee,CWSR0000SEFP01,SEASONAL FACTOR,2015,100.46,99.972,100.242,100.465,100.45,100.126,100.447,100.463,99.912,99.737,98.905,98.772
SEFP01,Coffee,CWSR0000SEFP01,SEASONAL FACTOR,2016,100.43,99.997,100.265,100.428,100.518,100.162,100.475,100.431,99.963,99.756,98.807,98.714
SEFP01,Coffee,CWSR0000SEFP01,SEASONAL FACTOR,2017,100.414,100,100.291,100.41,100.577,100.188,100.492,100.433,100.004,99.761,98.709,98.65
SEFP01,Coffee,CWSR0000SEFP01,SEASONAL FACTOR,2018,100.426,100.005,100.3,100.409,100.626,100.219,100.504,100.434,100.024,99.762,98.621,98.615
SEFP01,Coffee,CWSR0000SEFP01,UNADJUSTED INDEX,2014,197.187,195.935,198.384,198.29,199.486,199.753,202.428,205.802,205.434,205.269,204.48,203.453
SEFP01,Coffee,CWSR0000SEFP01,UNADJUSTED INDEX,2015,209.981,207.458,207.595,209.563,207.997,204.494,208.225,206.738,204.333,202.907,199.33,199.919
SEFP01,Coffee,CWSR0000SEFP01,UNADJUSTED INDEX,2016,203.171,201.65,200.7,200.807,202.353,200.949,200.407,198.985,198.451,197.876,196.801,194.193
SEFP01,Coffee,CWSR0000SEFP01,UNADJUSTED INDEX,2017,198.584,200.904,201.456,202.316,204.658,201.44,200.601,197.644,199.816,198.264,194.557,197.428
SEFP01,Coffee,CWSR0000SEFP01,UNADJUSTED INDEX,2018,195.736,195.638,196.723,195.439,196.166,195.686,196.086,196.248,195.245,195.314,192.458,194.228
SEFR01,Sugar and artificial sweeteners,CWSR0000SEFR01,SEASONALLY ADJUSTED INDEX,2014,184.746,182.908,183.861,180.176,180.516,183.649,180.647,180.021,182.141,179.149,181.897,184.207
SEFR01,Sugar and artificial sweeteners,CWSR0000SEFR01,SEASONALLY ADJUSTED INDEX,2015,185.861,187.945,189.033,190.606,190.405,190.3,191.85,191.113,190.135,190.733,189.769,190.774
